#length of traj: 508.683
#time tx ty tz qx qy qz qw
1749744546.347812500 -1.25090282e-06 7.71891241e-07 -1.91182878e-07 0.999185304 0.000792110031 -0.0302004286 0.026758822
1749744546.847812500 7.54744523e-05 0.00129442601 -1.2470899e-05 0.999203681 0.000456172677 -0.0294478988 0.0269187222
1749744547.347812500 -0.000307748621 0.00103702223 -0.000406679169 0.999180527 0.000556037752 -0.0302739479 0.0268599015
1749744547.847812500 -0.000738789039 0.000854931547 -0.00286426317 0.999195774 0.000564488149 -0.0294438142 0.0272130119
1749744548.347812500 -0.00227769311 0.00246170185 -0.0034593611 0.999191911 0.000745049041 -0.0301285639 0.0265939785
1749744548.847812500 -0.00256853802 0.00418791677 -0.00192076414 0.999204618 0.000541190548 -0.0295600276 0.0267589707
1749744549.347812500 -0.00278938029 0.0047937246 -0.000731459979 0.999199102 0.000705377351 -0.0299171899 0.0265635029
1749744549.847812500 -0.00251278151 0.00250898578 0.000201349135 0.999208543 0.000705036737 -0.0297135377 0.0264366311
1749744550.347812500 -0.0010219084 -0.000568498551 0.000716466176 0.99919946 0.000706043395 -0.0296255146 0.0268750563
1749744550.847812500 -0.000388912056 -0.0015652862 -0.000906935618 0.999185032 0.000707159957 -0.0300033334 0.0269920548
1749744551.347812500 0.000239185227 -0.000649662114 -0.00220700771 0.999196108 0.000565956723 -0.0293790756 0.0272706175
1749744551.847812500 -0.00175106923 0.000732200145 -0.00130981215 0.999176298 0.000853710561 -0.0301005859 0.0272020363
1749744552.347812500 -0.00241407338 0.00160354391 -2.74183721e-05 0.999187327 0.000621208798 -0.02948078 0.0274806075
1749744552.847812500 -0.00356450088 0.00216772238 0.00146880919 0.99918485 0.000965788855 -0.0296073005 0.0274246251
1749744553.347812500 -0.00175548234 0.00207116495 0.0022705933 0.999140094 0.000715053168 -0.0305252998 0.0280493754
1749744553.847812500 0.0316177358 0.0268655975 0.0856217848 0.993341022 0.0215880545 0.110485724 0.0245045651
1749744554.342812500 -0.0339868166 0.0607422938 0.18790391 0.892054748 -0.0117481558 0.445612832 0.0743606803
1749744554.847812500 -0.0410869858 0.0784002366 0.14487604 0.765466156 0.00296490336 0.635752428 0.0993560481
1749744555.350312500 -0.0525610273 0.0717313955 0.145241001 0.755678067 -0.00389480967 0.64747021 0.098578983
1749744555.850312500 -0.081026284 0.0704826221 0.136392432 0.733701276 0.00608898099 0.673132973 0.0923978471
1749744556.350312500 -0.053100848 0.0610384922 0.14476721 0.754919702 0.0200121204 0.65065761 0.0796268361
1749744556.850312500 -0.0457985628 0.0685174107 0.147280468 0.758772926 0.0225079849 0.64560835 0.0833480368
1749744557.347812500 0.0811365663 0.186308876 0.315844419 0.542049208 -0.0615502674 0.787242447 0.287477912
1749744557.850312500 0.276125505 0.439652283 0.788265004 0.512399082 -0.158240911 0.66149906 0.524238484
1749744558.347812500 0.58637808 0.448537932 0.989370125 0.359627916 -0.505058907 0.454440063 0.639583842
1749744558.852812500 0.697568748 -0.17883473 0.995922614 -0.0271308427 -0.651532088 -0.323284477 0.685752873
1749744559.340312500 0.491375975 -0.270517048 0.944285741 0.126556773 0.626644153 0.651362288 -0.408690173
1749744559.847812500 0.516263244 -0.21470144 1.03871857 -0.306189723 -0.655873528 -0.470635584 0.504559131
1749744560.355312500 0.524680821 -0.224138201 1.03664404 -0.425644606 -0.54171943 -0.388783222 0.611730607
1749744560.847812500 0.456572354 -0.208262323 1.0675486 -0.44533825 -0.560476729 -0.407590257 0.56693021
1749744561.350312500 0.342805676 -0.175598803 1.07644868 -0.47496978 -0.545801355 -0.46700206 0.508344042
1749744561.847812500 0.188311174 -0.117433541 1.17508675 0.663191306 0.449012807 0.458735485 -0.384872115
1749744562.350312500 -0.0472312997 -0.0723900297 1.13852722 0.696929256 0.293188917 0.617757233 -0.216115414
1749744562.850312500 -0.0308032185 -0.111188992 1.14149427 0.739236224 0.153594251 0.638993385 -0.147058032
1749744563.347812500 -0.00416224672 -0.0667676969 1.11767833 0.736983718 0.091219966 0.65251406 -0.15086192
1749744563.850312500 0.00934233439 0.0109604251 1.13579349 0.766266277 0.0495564351 0.640018869 -0.0274954599
1749744564.347812500 0.0173108627 -0.0244706957 1.15591347 0.778289555 0.110981669 0.616567881 -0.0423377653
1749744564.847812500 0.0106929277 -0.0370019141 1.16296895 0.771713586 0.0890788884 0.628297611 -0.0420143436
1749744565.350312500 -0.0329641917 -0.0340247814 1.11835717 0.741906773 0.107747628 0.660720037 -0.0376008124
1749744565.847812500 0.018530303 -0.0683701932 1.09242297 0.743954764 0.0628622642 0.665260114 -0.00293695976
1749744566.347812500 0.325032562 -0.0929012664 1.1072442 0.779236852 0.0510891501 0.623761991 -0.0331784062
1749744566.850312500 0.797699344 -0.0239654703 1.10693411 0.77660219 0.0463745614 0.628061789 0.0166381573
1749744567.347812500 1.34324495 -0.0544222261 1.10799205 0.757557173 0.121186758 0.638801727 -0.057907269
1749744567.847812500 1.91653627 0.11708181 1.1082001 0.753492017 0.111992324 0.644976516 -0.0609327034
1749744568.347812500 2.51302771 0.241127521 1.10714348 0.745704092 0.102119201 0.65707134 -0.0418847146
1749744568.847812500 3.12228041 0.370437687 1.0937831 0.740247212 0.0869847792 0.663834459 -0.0615753613
1749744569.347812500 3.72629655 0.469777397 1.06857945 0.727912849 0.0574477191 0.683135756 -0.0129684949
1749744569.850312500 4.34229854 0.498856418 1.04671894 0.717814787 0.0930420946 0.688180281 -0.0499299635
1749744570.347812500 4.969942 0.579333587 1.05467335 0.735102905 0.0448869713 0.676448842 0.00508358401
1749744570.850312500 5.60474797 0.599080146 1.06445099 0.749608155 0.0789957809 0.657114937 -0.00687313706
1749744571.347812500 6.2155351 0.677169235 1.0660142 0.745826523 0.0400634438 0.664676201 0.0185274253
1749744571.850312500 6.82206842 0.689804607 1.06532497 0.742323131 0.122458474 0.656936281 -0.0489388796
1749744572.347812500 7.40928196 0.837703558 1.08132772 0.75802091 0.0804979823 0.646006384 -0.0400015784
1749744572.850312500 8.01958774 0.89797734 1.08959316 0.749110428 0.115086547 0.649915393 -0.0565564772
1749744573.347812500 8.66307072 1.040259 1.10806248 0.761224231 0.0968162269 0.640630602 -0.0275085565
1749744573.850312500 9.32015309 1.10188421 1.10017711 0.751569315 0.094031645 0.651569944 -0.0419311571
1749744574.347812500 9.93037643 1.23318886 1.08917759 0.744842376 0.0667371859 0.663485798 -0.0232933198
1749744574.847812500 10.5431456 1.28053751 1.0927008 0.743921359 0.105511144 0.65933508 -0.0269381408
1749744575.347812500 11.1587794 1.38746131 1.09830864 0.749816896 0.0945005202 0.652874167 -0.0509862387
1749744575.850312500 11.7775103 1.48937385 1.08450277 0.73874683 0.0866862551 0.668291132 -0.0112061806
1749744576.347812500 12.3942775 1.57634691 1.06465633 0.731420017 0.103079919 0.671118109 -0.0632437511
1749744576.847812500 12.9841783 1.70741237 1.04918708 0.72577459 0.0697393799 0.684123475 -0.0190456031
1749744577.347812500 13.5798291 1.79602148 1.04213885 0.73070281 0.0843019656 0.676442379 -0.0373133913
1749744577.847812500 14.1729565 1.90456892 1.05425893 0.74245631 0.0492334706 0.668064571 0.00494187433
1749744578.350312500 14.7788217 1.93261892 1.05275842 0.74182831 0.0975977131 0.661885668 -0.0455280951
1749744578.847812500 15.3756408 2.04158009 1.05607015 0.744342821 0.0964508457 0.659905548 -0.0342880099
1749744579.347812500 15.9868975 2.09227909 1.07868272 0.745519348 0.17135989 0.638166079 -0.087067471
1749744579.847812500 16.5551303 2.28259387 1.09363761 0.738895451 0.20150389 0.633938554 -0.107478396
1749744580.350312500 17.1216518 2.49246897 1.09785571 0.705687636 0.289575314 0.621169949 -0.179719204
1749744580.847812500 17.598239 2.86551465 1.0919731 0.67513934 0.345718405 0.602469765 -0.248386469
1749744581.347812500 18.0209079 3.2678796 1.06760535 0.60525008 0.443404115 0.583826159 -0.310180831
1749744581.847812500 18.3244321 3.77454156 1.08371525 0.531247236 0.547860277 0.48985604 -0.421505102
1749744582.347812500 18.5091024 4.32168594 1.06778156 0.438433984 0.612145026 0.441104084 -0.488345469
1749744582.847812500 18.5273578 4.86617925 1.04773497 -0.362640518 -0.647064543 -0.378243724 0.553833022
1749744583.347812500 18.3708211 5.366313 1.04230557 -0.372933988 -0.642299172 -0.3872616 0.546260439
1749744583.850312500 18.1698907 5.85154647 1.05095992 -0.378709267 -0.642645971 -0.388150799 0.541224911
1749744584.347812500 17.8662853 6.30441044 1.09877128 0.529069664 0.573872103 0.450955857 -0.432891344
1749744584.850312500 17.7695559 6.79084017 1.10390402 0.609999107 0.474960686 0.515072841 -0.370153219
1749744585.347812500 17.6917298 7.28678211 1.11304933 0.728405416 0.284359653 0.584889381 -0.215567972
1749744585.850312500 17.7893711 7.64720673 1.09474476 0.761147924 0.0047193156 0.648520135 0.00729389917
1749744586.347812500 18.0291667 7.82924287 1.11141147 0.774719277 -0.107086801 0.609002783 0.132128985
1749744586.847812500 18.4330905 7.85745661 1.08929357 0.758792311 0.0424835094 0.649805475 0.0134990641
1749744587.350312500 18.9214682 7.92423808 1.06528194 0.739184972 0.117705698 0.661619214 -0.0448437403
1749744587.847812500 19.4275443 8.06805238 1.0413441 0.715861413 0.166363083 0.664568696 -0.134960032
1749744588.350312500 19.9256513 8.32389624 1.06954174 0.752712342 0.0432490146 0.656694672 -0.0174860133
1749744588.847812500 20.465459 8.39958328 1.06092722 0.737346836 -0.0913684932 0.667658709 0.0469392293
1749744589.347812500 21.0621203 8.34316353 1.0849934 0.745123286 -0.185709187 0.622346559 0.151618424
1749744589.847812500 21.5605038 8.08491684 1.07868011 0.729733045 -0.189962008 0.627408458 0.194326392
1749744590.350312500 22.0881827 7.81406307 1.09383334 0.707574642 -0.284063026 0.591948151 0.261234969
1749744590.847812500 22.4796342 7.40774302 1.10060012 0.670689412 -0.358706913 0.556131413 0.334996887
1749744591.350312500 22.7988663 6.92763095 1.07690549 0.622131718 -0.414875804 0.541216463 0.384597106
1749744591.847812500 22.9791104 6.40722296 1.05967651 0.595537525 -0.440738507 0.512590761 0.433976195
1749744592.347812500 23.1022128 5.89750444 1.02483117 0.607266716 -0.386086861 0.568666465 0.398475248
1749744592.850312500 23.2865524 5.37325083 1.03329384 0.629687437 -0.375625169 0.553784521 0.394616482
1749744593.347812500 23.4655427 4.84792415 1.0421114 0.669492234 -0.329495137 0.579261329 0.328130182
1749744593.847812500 23.7682508 4.4004501 1.03489676 0.671216299 -0.322285377 0.568612701 0.349686162
1749744594.347812500 24.0545568 3.94151544 1.03493085 0.695790769 -0.275206161 0.593946135 0.295575309
1749744594.847812500 24.4292993 3.51071981 1.05141562 0.74121308 -0.162787651 0.595925586 0.262632913
1749744595.347812500 24.8502291 3.10837056 1.06661195 0.777817343 0.00444354072 0.616361915 0.122794242
1749744595.850312500 25.4455857 2.97297231 1.06812943 0.76273971 0.105831575 0.637959967 0.00590695098
1749744596.347812500 26.0486323 2.98643175 1.05878193 0.745553848 0.123203752 0.654654776 -0.0199353748
1749744596.850312500 26.6285969 3.10165097 1.08185548 0.766554769 0.0791600135 0.637242583 -0.00702629589
1749744597.347812500 27.200616 3.09788902 1.07616967 0.763790181 0.0576842802 0.64280056 0.0102236452
1749744597.850312500 27.8214873 3.16262242 1.05968038 0.756474067 0.0509459696 0.651997614 -0.007113786
1749744598.347812500 28.4474952 3.22124769 1.05837093 0.753736974 0.0299843891 0.656079905 0.0232522758
1749744598.850312500 29.0684118 3.26206748 1.04662808 0.740603026 0.0567409254 0.669506636 -0.00696341247
1749744599.347812500 29.6914782 3.32449077 1.04041891 0.740570351 0.0332620806 0.671022853 0.0133236366
1749744599.850312500 30.3284109 3.35055448 1.04261001 0.74311029 0.0785799538 0.664160975 -0.0224162383
1749744600.347812500 30.956087 3.46193218 1.06124588 0.752896731 0.0750121184 0.653835388 0.00435648943
1749744600.850312500 31.5776539 3.53579461 1.0671635 0.750093228 0.108815205 0.650217028 -0.0523184191
1749744601.347812500 32.1789058 3.69157371 1.07409652 0.76041303 0.109192115 0.638925562 -0.0402893499
1749744601.847812500 32.7871301 3.79736971 1.08306026 0.760531366 0.100673644 0.640352205 -0.0374954808
1749744602.350312500 33.4126124 3.96004853 1.09629838 0.773895662 0.0310098797 0.632553368 0.000357317838
1749744602.847812500 33.9964914 3.99461634 1.08313927 0.758507944 0.0249920896 0.650043093 0.0385366409
1749744603.347812500 34.5232154 4.03020214 1.07125686 0.746725626 0.014116979 0.664544272 0.0241342336
1749744603.847812500 34.977868 4.00823514 1.08382819 0.748475681 0.0752358437 0.658773041 -0.011908151
1749744604.350312500 35.3764029 4.04635132 1.07559175 0.721252125 0.229432768 0.642192795 -0.121426481
1749744604.847812500 35.7842223 4.30365764 1.09328442 0.673782853 0.363839597 0.604313027 -0.220098113
1749744605.347812500 36.1916855 4.69491999 1.11080888 0.618261741 0.460456947 0.54132886 -0.335700588
1749744605.850312500 36.4051443 5.25401198 1.1129305 0.625608255 0.450795755 0.539968855 -0.3373887
1749744606.347812500 36.6589696 5.80405084 1.10080894 0.630746012 0.424574217 0.566429529 -0.31788959
1749744606.850312500 36.9042831 6.39533428 1.08814871 0.640053815 0.399707343 0.575434779 -0.315341036
1749744607.347812500 37.1901021 6.97822338 1.04416067 0.650036916 0.340887934 0.632734513 -0.246768031
1749744607.850312500 37.5437756 7.55017144 1.01711058 0.683989934 0.231988263 0.66237108 -0.199006955
1749744608.347812500 38.0630926 7.99900259 1.0437242 0.744776546 0.0975311736 0.658023768 -0.052917734
1749744608.850312500 38.67028 8.21759649 1.03144806 0.741247729 0.0873392361 0.664499688 -0.0369300235
1749744609.347812500 39.2631763 8.38198056 1.03108106 0.740285273 0.0520724259 0.670249114 0.00568359544
1749744609.850312500 39.8560149 8.46951125 1.02208157 0.740502765 0.0778460017 0.66708996 -0.0242206493
1749744610.347812500 40.4423532 8.6199073 1.04531133 0.758148786 0.0535721841 0.649520345 0.0215350996
1749744610.847812500 41.0321839 8.662751 1.05270636 0.758206559 0.0464688961 0.650356334 0.000307418894
1749744611.350312500 41.6526033 8.76652872 1.06385308 0.761277679 -0.0275222266 0.644009479 0.0703605928
1749744611.847812500 42.2577104 8.70591577 1.07029327 0.755585221 -0.0780210964 0.641537362 0.106927523
1749744612.347812500 42.8846067 8.63765425 1.06268551 0.733508714 -0.179849102 0.630561789 0.178916454
1749744612.847812500 43.451703 8.34083731 1.07778569 0.716680406 -0.267521199 0.599959254 0.234201831
1749744613.350312500 43.9866749 7.9787888 1.05737022 0.651245951 -0.392512035 0.573149393 0.305471418
1749744613.847812500 44.307275 7.49202772 1.04449129 0.58615043 -0.452571249 0.521865517 0.423394993
1749744614.350312500 44.4539354 6.96659141 1.02631753 -0.519346999 0.522737595 -0.477494515 -0.47856357
1749744614.847812500 44.4893143 6.40523357 1.02820267 0.345055808 -0.656589437 0.308243246 0.595661734
1749744615.347812500 44.2855536 5.86652023 1.0272605 0.167507904 -0.728274451 0.14791207 0.647826709
