#length of traj: 341.457
#time tx ty tz qx qy qz qw
1748621186.190312500 5.66204672e-07 8.72875282e-07 -4.52247506e-07 0.999299308 0.000615541056 -0.0189982682 0.032242526
1748621186.690312500 -0.000640684506 0.0018023608 -0.00525061735 0.999298367 0.000969392474 -0.0186159332 0.0324850798
1748621187.190312500 -0.00089364415 0.0026238966 -0.0122303864 0.999294862 0.000833077363 -0.0190108153 0.0323678001
1748621187.690312500 -0.000492777554 0.00482727914 -0.0195493768 0.999306398 0.00103004459 -0.0183790629 0.0323708358
1748621188.190312500 0.000100959313 0.00735499911 -0.0220328441 0.999305283 0.000917255203 -0.0191548076 0.0319562766
1748621188.690312500 0.000842700819 0.00887393618 -0.0184007566 0.999319183 0.000804237291 -0.0184613827 0.0319327488
1748621189.190312500 0.00165626039 0.00919815243 -0.0145393767 0.999317345 0.00099565843 -0.0190344962 0.0316471335
1748621189.690312500 0.00110461157 0.00672874742 -0.0128212657 0.999320518 0.000695174697 -0.0185729896 0.0318286604
1748621190.190312500 0.0003476838 0.00401542195 -0.0136408252 0.999303983 0.00132158687 -0.0188983948 0.0321349275
1748621190.690312500 0.0001180356 0.00212132014 -0.0148821678 0.999301731 0.00095721853 -0.0187599216 0.0322986075
1748621191.190312500 0.000717616517 0.0026576844 -0.0163963148 0.999294028 0.00148357505 -0.0186166508 0.0325985554
1748621191.690312500 0.000599125417 0.00360686501 -0.0155174572 0.99928532 0.00118971396 -0.0191167537 0.0325880989
1748621192.190312500 0.00022251384 0.0050288459 -0.0154164576 0.999304261 0.00134551171 -0.0182374489 0.0325050557
1748621192.687812500 -0.0358352597 0.113212724 -0.00331308526 0.979120904 0.202735997 0.00531336263 0.0138614025
1748621193.190312500 -0.153960218 0.146271916 0.154967676 0.891536876 0.321795851 0.291709006 -0.128511811
1748621193.687812500 -0.229522659 0.0717658236 0.186411965 0.802398252 0.337386649 0.434011454 -0.232295829
1748621194.185312500 -0.156620235 0.0715664417 0.11889256 0.640925229 0.292110386 0.583612365 -0.404082889
1748621194.692812500 -0.192322559 0.0648031327 0.109406261 0.61495039 0.284034601 0.621638663 -0.393351923
1748621195.192812500 -0.196569911 0.0586703058 0.107622493 0.605186209 0.287567742 0.625704261 -0.399435382
1748621195.690312500 -0.169168777 0.0680730892 0.148684353 0.508003691 0.351250878 0.675974517 -0.402011844
1748621196.195312500 -0.0836345141 0.181821495 0.70218247 0.361330506 0.360788159 0.783899951 -0.35323227
1748621196.690312500 -0.208813653 0.353655487 0.90976674 0.561531327 0.261650185 0.767661847 -0.164064126
1748621197.185312500 -0.100699313 0.790706641 0.918536134 0.567674176 -0.0662135191 0.759419812 0.310875135
1748621197.695312500 0.0352763949 0.860244161 0.994789953 0.675601854 -0.136468003 0.590717323 0.419513603
1748621198.190312500 0.0650732111 0.782776884 1.08658191 0.7463005 -0.0827430479 0.60640991 0.261641305
1748621198.690312500 0.113402865 0.738372206 1.09350579 0.757299003 -0.012442995 0.623503279 0.193873806
1748621199.190312500 0.180212684 0.590141943 1.16713189 0.810379953 0.0927012599 0.562741615 0.134211335
1748621199.690312500 0.16991051 0.373570198 1.18405632 0.810719723 0.117408012 0.573534453 -0.00266842508
