algorithm,algorithm_relative_folder,folder,algo_file,gt_file,rmse,mean,median,std,min,max,sse,plot_path
stella-vanilla,National Western Campus/1024x512/stella-vanilla_run_20250722_105458/VID_20250424_095731_048,VID_20250424_095731_048,frame_trajectory.txt,2025_04_24.09_57_33.791.prc.traj.csv,22.4370794586847,20.094875882182222,17.763315472608426,9.98090666798474,2.2256761664238556,42.12973490411323,601086.506354585,/home/tpc/Downloads/BenchmarkingSnippets/APE_dashboard_Updated/plots/National_Western_Campus_1024x512_stella-vanilla_run_20250722_105458_VID_20250424_095731_048_EST_frame_trajectory_vs_GT_2025_04_24.09_57_33.791.prc.traj.csv.pdf
stella-superpoint,National Western Campus/1024x512/stella-superpoint_run_20250724_153720/VID_20250424_095731_048,VID_20250424_095731_048,frame_trajectory.txt,2025_04_24.09_57_33.791.prc.traj.csv,9.419955096584884,8.37711184157152,7.603866485104444,4.308079759646724,1.9705542741103785,25.24420881579867,105950.25150188059,/home/tpc/Downloads/BenchmarkingSnippets/APE_dashboard_Updated/plots/National_Western_Campus_1024x512_stella-superpoint_run_20250724_153720_VID_20250424_095731_048_EST_frame_trajectory_vs_GT_2025_04_24.09_57_33.791.prc.traj.csv.pdf
stella-multimap,National Western Campus/1024x512/stella-multimap_run_20250722_213709/VID_20250424_095731_048,VID_20250424_095731_048,frame_trajectory.txt,2025_04_24.09_57_33.791.prc.traj.csv,24.44685395974924,22.154895954265918,23.325510865795334,10.334856253715333,4.090129216675247,43.720200724473436,713592.5102239926,/home/tpc/Downloads/BenchmarkingSnippets/APE_dashboard_Updated/plots/National_Western_Campus_1024x512_stella-multimap_run_20250722_213709_VID_20250424_095731_048_EST_frame_trajectory_vs_GT_2025_04_24.09_57_33.791.prc.traj.csv.pdf
stella-multimap,National Western Campus/1920x960/stella-multimap_run_20250723_101735/VID_20250424_095731_048,VID_20250424_095731_048,frame_trajectory.txt,2025_04_24.09_57_33.791.prc.traj.csv,15.901010642236342,12.912142536200129,9.719159908226828,9.280016948764946,2.346404414723123,42.307461703173225,301893.514496749,/home/tpc/Downloads/BenchmarkingSnippets/APE_dashboard_Updated/plots/National_Western_Campus_1920x960_stella-multimap_run_20250723_101735_VID_20250424_095731_048_EST_frame_trajectory_vs_GT_2025_04_24.09_57_33.791.prc.traj.csv.pdf
stella-vanilla,National Western Campus/1920x960/stella-vanilla_run_20250722_131252/VID_20250424_095731_048,VID_20250424_095731_048,frame_trajectory.txt,2025_04_24.09_57_33.791.prc.traj.csv,6.984939950300171,6.068694636311919,4.474514826151818,3.4583712236395745,2.1594783380094666,16.6612390307079,58254.52701450343,/home/tpc/Downloads/BenchmarkingSnippets/APE_dashboard_Updated/plots/National_Western_Campus_1920x960_stella-vanilla_run_20250722_131252_VID_20250424_095731_048_EST_frame_trajectory_vs_GT_2025_04_24.09_57_33.791.prc.traj.csv.pdf
stella-vanilla,National Western Campus/1440x720/stella-vanilla_run_20250722_115428/VID_20250424_095731_048,VID_20250424_095731_048,frame_trajectory.txt,2025_04_24.09_57_33.791.prc.traj.csv,6.551077312613623,5.673925259144596,4.237076230667448,3.274627629133101,2.082122256600308,16.665648558219154,51242.437063274076,/home/tpc/Downloads/BenchmarkingSnippets/APE_dashboard_Updated/plots/National_Western_Campus_1440x720_stella-vanilla_run_20250722_115428_VID_20250424_095731_048_EST_frame_trajectory_vs_GT_2025_04_24.09_57_33.791.prc.traj.csv.pdf
stella-multimap,National Western Campus/1440x720/stella-multimap_run_20250723_031419/VID_20250424_095731_048,VID_20250424_095731_048,frame_trajectory.txt,2025_04_24.09_57_33.791.prc.traj.csv,14.709609113235274,11.66337186064389,8.241054904465644,8.963166689541959,2.2608729099398843,40.220636206071305,258348.88471542404,/home/tpc/Downloads/BenchmarkingSnippets/APE_dashboard_Updated/plots/National_Western_Campus_1440x720_stella-multimap_run_20250723_031419_VID_20250424_095731_048_EST_frame_trajectory_vs_GT_2025_04_24.09_57_33.791.prc.traj.csv.pdf
stella-vanilla,National Western Campus/2880x1440/stella-vanilla_run_20250722_184508/VID_20250424_095731_048,VID_20250424_095731_048,frame_trajectory.txt,2025_04_24.09_57_33.791.prc.traj.csv,11.7298416532795,10.873261585593495,10.1592902037788,4.40015541796737,2.125327942737163,21.63476956314639,164281.48714194685,/home/tpc/Downloads/BenchmarkingSnippets/APE_dashboard_Updated/plots/National_Western_Campus_2880x1440_stella-vanilla_run_20250722_184508_VID_20250424_095731_048_EST_frame_trajectory_vs_GT_2025_04_24.09_57_33.791.prc.traj.csv.pdf
stella-multimap,National Western Campus/2880x1440/stella-multimap_run_20250724_201020/VID_20250424_095731_048,VID_20250424_095731_048,frame_trajectory.txt,2025_04_24.09_57_33.791.prc.traj.csv,14.893600123739331,12.042058255355263,8.956791928487863,8.7640263361356,2.332730353755225,37.81862885043183,264852.2736271428,/home/tpc/Downloads/BenchmarkingSnippets/APE_dashboard_Updated/plots/National_Western_Campus_2880x1440_stella-multimap_run_20250724_201020_VID_20250424_095731_048_EST_frame_trajectory_vs_GT_2025_04_24.09_57_33.791.prc.traj.csv.pdf
stella-vanilla,National Western Campus/1024x512/stella-vanilla_run_20250722_105458/VID_20250403_101731_052,VID_20250403_101731_052,frame_trajectory.txt,2025_04_03.10_17_32.579.prc.traj.csv,5.152526211828613,4.690911566699713,4.115728570066311,2.1316367037991655,2.021096675416193,15.804809689374414,45079.39776536041,/home/tpc/Downloads/BenchmarkingSnippets/APE_dashboard_Updated/plots/National_Western_Campus_1024x512_stella-vanilla_run_20250722_105458_VID_20250403_101731_052_EST_frame_trajectory_vs_GT_2025_04_03.10_17_32.579.prc.traj.csv.pdf
stella-superpoint,National Western Campus/1024x512/stella-superpoint_run_20250724_153720/VID_20250403_101731_052,VID_20250403_101731_052,frame_trajectory.txt,2025_04_03.10_17_32.579.prc.traj.csv,12.864190864229606,11.506394564978786,10.57636337573755,5.7524160755594735,2.1836695060803555,25.496061239167766,280997.61639207567,/home/tpc/Downloads/BenchmarkingSnippets/APE_dashboard_Updated/plots/National_Western_Campus_1024x512_stella-superpoint_run_20250724_153720_VID_20250403_101731_052_EST_frame_trajectory_vs_GT_2025_04_03.10_17_32.579.prc.traj.csv.pdf
stella-multimap,National Western Campus/1024x512/stella-multimap_run_20250722_213709/VID_20250403_101731_052,VID_20250403_101731_052,frame_trajectory.txt,2025_04_03.10_17_32.579.prc.traj.csv,12.215626696493644,10.909816845802736,10.075431498353389,5.4952190110246795,2.1521097177338357,23.38657847899034,253378.16742857377,/home/tpc/Downloads/BenchmarkingSnippets/APE_dashboard_Updated/plots/National_Western_Campus_1024x512_stella-multimap_run_20250722_213709_VID_20250403_101731_052_EST_frame_trajectory_vs_GT_2025_04_03.10_17_32.579.prc.traj.csv.pdf
stella-multimap,National Western Campus/1920x960/stella-multimap_run_20250723_101735/VID_20250403_101731_052,VID_20250403_101731_052,frame_trajectory.txt,2025_04_03.10_17_32.579.prc.traj.csv,8.073282751551284,7.295667009765031,6.408665239272498,3.4570416932865666,2.065490492113051,19.59937297400018,110672.06466826933,/home/tpc/Downloads/BenchmarkingSnippets/APE_dashboard_Updated/plots/National_Western_Campus_1920x960_stella-multimap_run_20250723_101735_VID_20250403_101731_052_EST_frame_trajectory_vs_GT_2025_04_03.10_17_32.579.prc.traj.csv.pdf
stella-vanilla,National Western Campus/1920x960/stella-vanilla_run_20250722_131252/VID_20250403_101731_052,VID_20250403_101731_052,frame_trajectory.txt,2025_04_03.10_17_32.579.prc.traj.csv,5.268311414223171,4.814762175178456,4.24557204452981,2.1384972185403863,2.0664725842973484,15.779255245580753,47128.16855698358,/home/tpc/Downloads/BenchmarkingSnippets/APE_dashboard_Updated/plots/National_Western_Campus_1920x960_stella-vanilla_run_20250722_131252_VID_20250403_101731_052_EST_frame_trajectory_vs_GT_2025_04_03.10_17_32.579.prc.traj.csv.pdf
stella-vanilla,National Western Campus/1440x720/stella-vanilla_run_20250722_115428/VID_20250403_101731_052,VID_20250403_101731_052,frame_trajectory.txt,2025_04_03.10_17_32.579.prc.traj.csv,5.116851893344619,4.669973873414598,4.133290619285283,2.0912956080022407,2.1352803350015903,15.19842872086179,44457.33026072465,/home/tpc/Downloads/BenchmarkingSnippets/APE_dashboard_Updated/plots/National_Western_Campus_1440x720_stella-vanilla_run_20250722_115428_VID_20250403_101731_052_EST_frame_trajectory_vs_GT_2025_04_03.10_17_32.579.prc.traj.csv.pdf
stella-multimap,National Western Campus/1440x720/stella-multimap_run_20250723_031419/VID_20250403_101731_052,VID_20250403_101731_052,frame_trajectory.txt,2025_04_03.10_17_32.579.prc.traj.csv,10.014107430141793,8.814396197197784,7.668470519768372,4.752764174798315,2.1536797368498406,20.34185827678943,170279.42626287098,/home/tpc/Downloads/BenchmarkingSnippets/APE_dashboard_Updated/plots/National_Western_Campus_1440x720_stella-multimap_run_20250723_031419_VID_20250403_101731_052_EST_frame_trajectory_vs_GT_2025_04_03.10_17_32.579.prc.traj.csv.pdf
stella-vanilla,National Western Campus/2880x1440/stella-vanilla_run_20250722_184508/VID_20250403_101731_052,VID_20250403_101731_052,frame_trajectory.txt,2025_04_03.10_17_32.579.prc.traj.csv,5.214583528663271,4.7836398617157565,4.292305994886782,2.0757338583764406,2.001233299169447,15.398096466931657,46171.81457883588,/home/tpc/Downloads/BenchmarkingSnippets/APE_dashboard_Updated/plots/National_Western_Campus_2880x1440_stella-vanilla_run_20250722_184508_VID_20250403_101731_052_EST_frame_trajectory_vs_GT_2025_04_03.10_17_32.579.prc.traj.csv.pdf
stella-multimap,National Western Campus/2880x1440/stella-multimap_run_20250724_201020/VID_20250403_101731_052,VID_20250403_101731_052,frame_trajectory.txt,2025_04_03.10_17_32.579.prc.traj.csv,9.568815717559879,8.553386106394731,7.5550827033271375,4.289734298479869,2.101496609627984,20.683417593783254,155472.67373378243,/home/tpc/Downloads/BenchmarkingSnippets/APE_dashboard_Updated/plots/National_Western_Campus_2880x1440_stella-multimap_run_20250724_201020_VID_20250403_101731_052_EST_frame_trajectory_vs_GT_2025_04_03.10_17_32.579.prc.traj.csv.pdf
stella-vanilla,National Western Campus/1024x512/stella-vanilla_run_20250722_105458/VID_20250508_115419_048,VID_20250508_115419_048,frame_trajectory.txt,2025_05_08.11_54_31.167.prc.traj.csv,20.420771031322698,18.179330802485275,17.608314892031036,9.301603146098984,2.6869518934141956,36.923622748574964,436607.2603208526,/home/tpc/Downloads/BenchmarkingSnippets/APE_dashboard_Updated/plots/National_Western_Campus_1024x512_stella-vanilla_run_20250722_105458_VID_20250508_115419_048_EST_frame_trajectory_vs_GT_2025_05_08.11_54_31.167.prc.traj.csv.pdf
stella-superpoint,National Western Campus/1024x512/stella-superpoint_run_20250724_153720/VID_20250508_115419_048,VID_20250508_115419_048,frame_trajectory.txt,2025_05_08.11_54_31.167.prc.traj.csv,10.665784229410843,9.220154263707323,7.718783864430766,5.361688967274091,2.1435979477635185,26.22972931936958,119105.62403008147,/home/tpc/Downloads/BenchmarkingSnippets/APE_dashboard_Updated/plots/National_Western_Campus_1024x512_stella-superpoint_run_20250724_153720_VID_20250508_115419_048_EST_frame_trajectory_vs_GT_2025_05_08.11_54_31.167.prc.traj.csv.pdf
stella-multimap,National Western Campus/1024x512/stella-multimap_run_20250722_213709/VID_20250508_115419_048,VID_20250508_115419_048,frame_trajectory.txt,2025_05_08.11_54_31.167.prc.traj.csv,12.948199258208025,11.642117461389226,10.578316176224957,5.667183166748269,2.4009930670361834,29.566368849900478,175535.68963968102,/home/tpc/Downloads/BenchmarkingSnippets/APE_dashboard_Updated/plots/National_Western_Campus_1024x512_stella-multimap_run_20250722_213709_VID_20250508_115419_048_EST_frame_trajectory_vs_GT_2025_05_08.11_54_31.167.prc.traj.csv.pdf
stella-multimap,National Western Campus/1920x960/stella-multimap_run_20250723_101735/VID_20250508_115419_048,VID_20250508_115419_048,frame_trajectory.txt,2025_05_08.11_54_31.167.prc.traj.csv,17.524694701976173,15.317306862291652,13.92172007827748,8.51440161631249,2.119908547650904,36.215926756093836,321549.3258441529,/home/tpc/Downloads/BenchmarkingSnippets/APE_dashboard_Updated/plots/National_Western_Campus_1920x960_stella-multimap_run_20250723_101735_VID_20250508_115419_048_EST_frame_trajectory_vs_GT_2025_05_08.11_54_31.167.prc.traj.csv.pdf
stella-vanilla,National Western Campus/1920x960/stella-vanilla_run_20250722_131252/VID_20250508_115419_048,VID_20250508_115419_048,frame_trajectory.txt,2025_05_08.11_54_31.167.prc.traj.csv,14.362428851308959,13.030299245389452,11.722691345276088,6.040750291521329,2.337345137070352,31.104127969472326,215974.49254683082,/home/tpc/Downloads/BenchmarkingSnippets/APE_dashboard_Updated/plots/National_Western_Campus_1920x960_stella-vanilla_run_20250722_131252_VID_20250508_115419_048_EST_frame_trajectory_vs_GT_2025_05_08.11_54_31.167.prc.traj.csv.pdf
stella-vanilla,National Western Campus/1440x720/stella-vanilla_run_20250722_115428/VID_20250508_115419_048,VID_20250508_115419_048,frame_trajectory.txt,2025_05_08.11_54_31.167.prc.traj.csv,14.383520091937136,13.049513868856106,11.816296393245851,6.049449398225546,2.2825955177915307,31.10472489909445,216609.2757962118,/home/tpc/Downloads/BenchmarkingSnippets/APE_dashboard_Updated/plots/National_Western_Campus_1440x720_stella-vanilla_run_20250722_115428_VID_20250508_115419_048_EST_frame_trajectory_vs_GT_2025_05_08.11_54_31.167.prc.traj.csv.pdf
stella-multimap,National Western Campus/1440x720/stella-multimap_run_20250723_031419/VID_20250508_115419_048,VID_20250508_115419_048,frame_trajectory.txt,2025_05_08.11_54_31.167.prc.traj.csv,17.621682193211072,15.395119921047336,14.045599497785362,8.57402857092882,2.1392100001653613,36.82398810854295,325118.2964345032,/home/tpc/Downloads/BenchmarkingSnippets/APE_dashboard_Updated/plots/National_Western_Campus_1440x720_stella-multimap_run_20250723_031419_VID_20250508_115419_048_EST_frame_trajectory_vs_GT_2025_05_08.11_54_31.167.prc.traj.csv.pdf
stella-vanilla,National Western Campus/2880x1440/stella-vanilla_run_20250722_184508/VID_20250508_115419_048,VID_20250508_115419_048,frame_trajectory.txt,2025_05_08.11_54_31.167.prc.traj.csv,14.667924975785157,13.31741686435631,12.115191323394052,6.14771755664003,2.2728338073580243,32.32584981645578,225259.98018073928,/home/tpc/Downloads/BenchmarkingSnippets/APE_dashboard_Updated/plots/National_Western_Campus_2880x1440_stella-vanilla_run_20250722_184508_VID_20250508_115419_048_EST_frame_trajectory_vs_GT_2025_05_08.11_54_31.167.prc.traj.csv.pdf
stella-multimap,National Western Campus/2880x1440/stella-multimap_run_20250724_201020/VID_20250508_115419_048,VID_20250508_115419_048,frame_trajectory.txt,2025_05_08.11_54_31.167.prc.traj.csv,18.923268653812528,16.525361610765643,15.3779818225486,9.219681132110631,2.0334207336030454,36.93440720052409,374920.3310819488,/home/tpc/Downloads/BenchmarkingSnippets/APE_dashboard_Updated/plots/National_Western_Campus_2880x1440_stella-multimap_run_20250724_201020_VID_20250508_115419_048_EST_frame_trajectory_vs_GT_2025_05_08.11_54_31.167.prc.traj.csv.pdf
stella-vanilla,National Western Campus/1024x512/stella-vanilla_run_20250722_105458/VID_20250410_104844_053,VID_20250410_104844_053,frame_trajectory.txt,2025_04_10.10_48_45.310.prc.traj.csv,9.213213144648309,7.9524842108802485,6.622893871911657,4.652020133707582,2.162866334956321,24.75758790075903,136916.75717178595,/home/tpc/Downloads/BenchmarkingSnippets/APE_dashboard_Updated/plots/National_Western_Campus_1024x512_stella-vanilla_run_20250722_105458_VID_20250410_104844_053_EST_frame_trajectory_vs_GT_2025_04_10.10_48_45.310.prc.traj.csv.pdf
stella-superpoint,National Western Campus/1024x512/stella-superpoint_run_20250724_153720/VID_20250410_104844_053,VID_20250410_104844_053,frame_trajectory.txt,2025_04_10.10_48_45.310.prc.traj.csv,10.80646132010452,9.560976938593615,8.520781613650765,5.036598677936945,2.2655544650860726,26.251855971851942,188365.5049020821,/home/tpc/Downloads/BenchmarkingSnippets/APE_dashboard_Updated/plots/National_Western_Campus_1024x512_stella-superpoint_run_20250724_153720_VID_20250410_104844_053_EST_frame_trajectory_vs_GT_2025_04_10.10_48_45.310.prc.traj.csv.pdf
stella-multimap,National Western Campus/1024x512/stella-multimap_run_20250722_213709/VID_20250410_104844_053,VID_20250410_104844_053,frame_trajectory.txt,2025_04_10.10_48_45.310.prc.traj.csv,17.47750582859787,15.18797937980255,13.812315325434088,8.64803401631637,2.9450420131021877,45.67464618264909,492712.1577117287,/home/tpc/Downloads/BenchmarkingSnippets/APE_dashboard_Updated/plots/National_Western_Campus_1024x512_stella-multimap_run_20250722_213709_VID_20250410_104844_053_EST_frame_trajectory_vs_GT_2025_04_10.10_48_45.310.prc.traj.csv.pdf
stella-multimap,National Western Campus/1920x960/stella-multimap_run_20250723_101735/VID_20250410_104844_053,VID_20250410_104844_053,frame_trajectory.txt,2025_04_10.10_48_45.310.prc.traj.csv,11.243606316500578,9.875832487734574,8.603427412468292,5.3746270265626865,2.272599804918387,28.64397083269032,203913.33567972863,/home/tpc/Downloads/BenchmarkingSnippets/APE_dashboard_Updated/plots/National_Western_Campus_1920x960_stella-multimap_run_20250723_101735_VID_20250410_104844_053_EST_frame_trajectory_vs_GT_2025_04_10.10_48_45.310.prc.traj.csv.pdf
stella-vanilla,National Western Campus/1920x960/stella-vanilla_run_20250722_131252/VID_20250410_104844_053,VID_20250410_104844_053,frame_trajectory.txt,2025_04_10.10_48_45.310.prc.traj.csv,5.513209072017197,5.03183501377333,4.311855890731533,2.253022562234449,2.0657711947675366,15.07211746996028,49027.90000036941,/home/tpc/Downloads/BenchmarkingSnippets/APE_dashboard_Updated/plots/National_Western_Campus_1920x960_stella-vanilla_run_20250722_131252_VID_20250410_104844_053_EST_frame_trajectory_vs_GT_2025_04_10.10_48_45.310.prc.traj.csv.pdf
stella-vanilla,National Western Campus/1440x720/stella-vanilla_run_20250722_115428/VID_20250410_104844_053,VID_20250410_104844_053,frame_trajectory.txt,2025_04_10.10_48_45.310.prc.traj.csv,5.443581227368243,4.973731711714682,4.185772279227268,2.212367383333901,2.11425542901308,15.390305167820129,47797.34602185595,/home/tpc/Downloads/BenchmarkingSnippets/APE_dashboard_Updated/plots/National_Western_Campus_1440x720_stella-vanilla_run_20250722_115428_VID_20250410_104844_053_EST_frame_trajectory_vs_GT_2025_04_10.10_48_45.310.prc.traj.csv.pdf
stella-multimap,National Western Campus/1440x720/stella-multimap_run_20250723_031419/VID_20250410_104844_053,VID_20250410_104844_053,frame_trajectory.txt,2025_04_10.10_48_45.310.prc.traj.csv,10.352039330315993,9.127862840595578,7.97411080965726,4.883322461161421,2.2720051891908306,26.58558374452678,172856.69061210804,/home/tpc/Downloads/BenchmarkingSnippets/APE_dashboard_Updated/plots/National_Western_Campus_1440x720_stella-multimap_run_20250723_031419_VID_20250410_104844_053_EST_frame_trajectory_vs_GT_2025_04_10.10_48_45.310.prc.traj.csv.pdf
stella-vanilla,National Western Campus/2880x1440/stella-vanilla_run_20250722_184508/VID_20250410_104844_053,VID_20250410_104844_053,frame_trajectory.txt,2025_04_10.10_48_45.310.prc.traj.csv,5.472712127976674,4.950096889789627,4.082066225858641,2.333906342893398,2.1356695426870846,14.703311550081967,48310.28237158891,/home/tpc/Downloads/BenchmarkingSnippets/APE_dashboard_Updated/plots/National_Western_Campus_2880x1440_stella-vanilla_run_20250722_184508_VID_20250410_104844_053_EST_frame_trajectory_vs_GT_2025_04_10.10_48_45.310.prc.traj.csv.pdf
stella-multimap,National Western Campus/2880x1440/stella-multimap_run_20250724_201020/VID_20250410_104844_053,VID_20250410_104844_053,frame_trajectory.txt,2025_04_10.10_48_45.310.prc.traj.csv,12.253983359015644,10.766556362643405,9.54345591027576,5.851612790765904,2.235278748726767,31.1217954396264,242208.25446697112,/home/tpc/Downloads/BenchmarkingSnippets/APE_dashboard_Updated/plots/National_Western_Campus_2880x1440_stella-multimap_run_20250724_201020_VID_20250410_104844_053_EST_frame_trajectory_vs_GT_2025_04_10.10_48_45.310.prc.traj.csv.pdf
stella-vanilla,National Western Campus/1024x512/stella-vanilla_run_20250722_105458/VID_20250508_113717_047,VID_20250508_113717_047,frame_trajectory.txt,2025_05_08.11_37_26.007.prc.traj.csv,10.96248914811068,9.980385856368537,9.409337212241509,4.5352030252727715,2.1204697894379856,21.669442406695993,213192.52260401647,/home/tpc/Downloads/BenchmarkingSnippets/APE_dashboard_Updated/plots/National_Western_Campus_1024x512_stella-vanilla_run_20250722_105458_VID_20250508_113717_047_EST_frame_trajectory_vs_GT_2025_05_08.11_37_26.007.prc.traj.csv.pdf
stella-multimap,National Western Campus/1024x512/stella-multimap_run_20250722_213709/VID_20250508_113717_047,VID_20250508_113717_047,frame_trajectory.txt,2025_05_08.11_37_26.007.prc.traj.csv,21.082112461067616,18.769620160876045,17.267526150551063,9.599834625530692,2.7368946582741236,40.18282002590485,788463.9963666359,/home/tpc/Downloads/BenchmarkingSnippets/APE_dashboard_Updated/plots/National_Western_Campus_1024x512_stella-multimap_run_20250722_213709_VID_20250508_113717_047_EST_frame_trajectory_vs_GT_2025_05_08.11_37_26.007.prc.traj.csv.pdf
stella-multimap,National Western Campus/1920x960/stella-multimap_run_20250723_101735/VID_20250508_113717_047,VID_20250508_113717_047,frame_trajectory.txt,2025_05_08.11_37_26.007.prc.traj.csv,11.540158390757476,10.51334999847625,9.665364871899614,4.75864765383082,2.605519828034501,26.404743788686773,236252.90358300824,/home/tpc/Downloads/BenchmarkingSnippets/APE_dashboard_Updated/plots/National_Western_Campus_1920x960_stella-multimap_run_20250723_101735_VID_20250508_113717_047_EST_frame_trajectory_vs_GT_2025_05_08.11_37_26.007.prc.traj.csv.pdf
stella-vanilla,National Western Campus/1920x960/stella-vanilla_run_20250722_131252/VID_20250508_113717_047,VID_20250508_113717_047,frame_trajectory.txt,2025_05_08.11_37_26.007.prc.traj.csv,6.713748031176687,6.1823037539830015,5.626507536663069,2.617925308257769,2.0482552566639436,15.085730577247885,79962.00799875257,/home/tpc/Downloads/BenchmarkingSnippets/APE_dashboard_Updated/plots/National_Western_Campus_1920x960_stella-vanilla_run_20250722_131252_VID_20250508_113717_047_EST_frame_trajectory_vs_GT_2025_05_08.11_37_26.007.prc.traj.csv.pdf
stella-vanilla,National Western Campus/1440x720/stella-vanilla_run_20250722_115428/VID_20250508_113717_047,VID_20250508_113717_047,frame_trajectory.txt,2025_05_08.11_37_26.007.prc.traj.csv,6.885967913088183,6.317409475677115,5.637844508055036,2.7398707299259595,2.1698602183323503,15.493097995626888,84116.96697354196,/home/tpc/Downloads/BenchmarkingSnippets/APE_dashboard_Updated/plots/National_Western_Campus_1440x720_stella-vanilla_run_20250722_115428_VID_20250508_113717_047_EST_frame_trajectory_vs_GT_2025_05_08.11_37_26.007.prc.traj.csv.pdf
stella-multimap,National Western Campus/1440x720/stella-multimap_run_20250723_031419/VID_20250508_113717_047,VID_20250508_113717_047,frame_trajectory.txt,2025_05_08.11_37_26.007.prc.traj.csv,14.466776888381526,13.057388317796496,11.837517904905006,6.228341982942284,2.82085914533056,31.79149904597493,371276.2618967843,/home/tpc/Downloads/BenchmarkingSnippets/APE_dashboard_Updated/plots/National_Western_Campus_1440x720_stella-multimap_run_20250723_031419_VID_20250508_113717_047_EST_frame_trajectory_vs_GT_2025_05_08.11_37_26.007.prc.traj.csv.pdf
stella-vanilla,National Western Campus/2880x1440/stella-vanilla_run_20250722_184508/VID_20250508_113717_047,VID_20250508_113717_047,frame_trajectory.txt,2025_05_08.11_37_26.007.prc.traj.csv,6.7679487102520515,6.206877859458221,5.659365766336638,2.6981098907141896,2.095404480760167,15.791260877067359,81258.30016692466,/home/tpc/Downloads/BenchmarkingSnippets/APE_dashboard_Updated/plots/National_Western_Campus_2880x1440_stella-vanilla_run_20250722_184508_VID_20250508_113717_047_EST_frame_trajectory_vs_GT_2025_05_08.11_37_26.007.prc.traj.csv.pdf
stella-multimap,National Western Campus/2880x1440/stella-multimap_run_20250724_201020/VID_20250508_113717_047,VID_20250508_113717_047,frame_trajectory.txt,2025_05_08.11_37_26.007.prc.traj.csv,11.201343741699516,10.124246685317202,9.280018398765508,4.792674688997218,2.124231441029795,27.35261931715483,222583.96027336715,/home/tpc/Downloads/BenchmarkingSnippets/APE_dashboard_Updated/plots/National_Western_Campus_2880x1440_stella-multimap_run_20250724_201020_VID_20250508_113717_047_EST_frame_trajectory_vs_GT_2025_05_08.11_37_26.007.prc.traj.csv.pdf
stella-vanilla,National Western Campus/1024x512/stella-vanilla_run_20250722_105458/VID_20250703_104736_050,VID_20250703_104736_050,frame_trajectory.txt,2025_07_03.10_47_30.437.prc.traj.csv,7.287940505990115,6.5668844709167224,5.825771865039384,3.1607127620972206,2.2934557204418375,16.927842460465364,52954.73458839489,/home/tpc/Downloads/BenchmarkingSnippets/APE_dashboard_Updated/plots/National_Western_Campus_1024x512_stella-vanilla_run_20250722_105458_VID_20250703_104736_050_EST_frame_trajectory_vs_GT_2025_07_03.10_47_30.437.prc.traj.csv.pdf
stella-superpoint,National Western Campus/1024x512/stella-superpoint_run_20250724_153720/VID_20250703_104736_050,VID_20250703_104736_050,frame_trajectory.txt,2025_07_03.10_47_30.437.prc.traj.csv,7.392487523544549,6.710270259527172,6.053668059080773,3.101797032345438,2.1862494387148943,17.784173722164816,54484.92517040453,/home/tpc/Downloads/BenchmarkingSnippets/APE_dashboard_Updated/plots/National_Western_Campus_1024x512_stella-superpoint_run_20250724_153720_VID_20250703_104736_050_EST_frame_trajectory_vs_GT_2025_07_03.10_47_30.437.prc.traj.csv.pdf
stella-multimap,National Western Campus/1024x512/stella-multimap_run_20250722_213709/VID_20250703_104736_050,VID_20250703_104736_050,frame_trajectory.txt,2025_07_03.10_47_30.437.prc.traj.csv,16.383844258392312,13.763468470982849,11.090133631135927,8.88804187273641,1.9140195397516635,34.944170835266796,267625.061625205,/home/tpc/Downloads/BenchmarkingSnippets/APE_dashboard_Updated/plots/National_Western_Campus_1024x512_stella-multimap_run_20250722_213709_VID_20250703_104736_050_EST_frame_trajectory_vs_GT_2025_07_03.10_47_30.437.prc.traj.csv.pdf
stella-multimap,National Western Campus/1920x960/stella-multimap_run_20250723_101735/VID_20250703_104736_050,VID_20250703_104736_050,frame_trajectory.txt,2025_07_03.10_47_30.437.prc.traj.csv,6.318918896257704,5.666612973696535,4.976761823633811,2.7961104098044487,2.0779203998581925,16.555959111528132,39808.949809430225,/home/tpc/Downloads/BenchmarkingSnippets/APE_dashboard_Updated/plots/National_Western_Campus_1920x960_stella-multimap_run_20250723_101735_VID_20250703_104736_050_EST_frame_trajectory_vs_GT_2025_07_03.10_47_30.437.prc.traj.csv.pdf
stella-vanilla,National Western Campus/1920x960/stella-vanilla_run_20250722_131252/VID_20250703_104736_050,VID_20250703_104736_050,frame_trajectory.txt,2025_07_03.10_47_30.437.prc.traj.csv,5.923843019343399,5.326013104012757,4.51030457870265,2.5933570008211193,2.147525771083217,14.505557307077087,34986.64036947004,/home/tpc/Downloads/BenchmarkingSnippets/APE_dashboard_Updated/plots/National_Western_Campus_1920x960_stella-vanilla_run_20250722_131252_VID_20250703_104736_050_EST_frame_trajectory_vs_GT_2025_07_03.10_47_30.437.prc.traj.csv.pdf
